iter	Passed	Remaining
187	8331	27122
188	8379	27088
189	8413	27013
190	8455	26958
191	8486	26873
192	8519	26794
193	8559	26736
194	8595	26667
195	8629	26594
196	8661	26513
197	8697	26444
198	8733	26375
199	8766	26298
200	8808	26249
201	8852	26206
202	8885	26129
203	8921	26063
204	8968	26030
205	9003	25961
206	9053	25936
207	9096	25890
208	9138	25842
209	9189	25818
210	9220	25738
211	9250	25657
212	9292	25610
213	9336	25566
214	9374	25506
215	9419	25468
216	9461	25419
217	9508	25384
218	9556	25352
219	9607	25329
220	9657	25302
221	9698	25251
222	9735	25191
223	9768	25119
224	9798	25040
225	9836	24982
226	9878	24934
227	9925	24899
228	9958	24830
229	10005	24795
230	10041	24733
231	10087	24696
232	10134	24661
233	10176	24614
234	10224	24582
235	10267	24538
236	10302	24474
237	10341	24418
238	10391	24391
239	10427	24331
240	10457	24256
241	10506	24225
242	10546	24173
243	10596	24145
244	10644	24114
245	10688	24069
246	10730	24023
247	10773	23979
248	10810	23922
249	10842	23854
250	10894	23828
251	10935	23779
252	10984	23749
253	11026	23702
254	11061	23640
255	11111	23612
256	11160	23579
257	11191	23511
258	11225	23447
259	11269	23406
260	11311	23360
261	11343	23292
262	11388	23253
263	11437	23221
264	11472	23160
265	11510	23107
266	11556	23070
267	11594	23015
268	11624	22947
269	11657	22883
270	11690	22820
271	11728	22767
272	11778	22736
273	11823	22696
274	11870	22661
275	11906	22604
276	11951	22565
277	11998	22529
278	12036	22477
279	12082	22439
280	12125	22395
281	12166	22348
282	12208	22302
283	12247	22252
284	12283	22196
285	12317	22137
286	12365	22102
287	12411	22064
288	12458	22028
289	12501	21985
290	12549	21950
291	12594	21911
292	12639	21871
293	12689	21840
294	12736	21803
295	12777	21756
296	12817	21707
297	12866	21674
298	12910	21633
299	12958	21597
300	13000	21552
301	13040	21503
302	13084	21461
303	13133	21428
304	13176	21384
305	13224	21350
306	13257	21289
307	13286	21224
308	13321	21168
309	13365	21126
310	13395	21061
311	13438	21019
312	13483	20978
313	13533	20946
314	13577	20905
315	13617	20857
316	13666	20823
317	13696	20759
318	13735	20710
319	13781	20671
320	13816	20616
321	13846	20555
322	13891	20515
323	13934	20471
324	13966	20412
325	14015	20379
326	14046	20318
327	14091	20278
328	14123	20219
329	14174	20187
330	14212	20138
331	14258	20098
332	14300	20055
333	14337	20003
334	14373	19951
335	14418	19911
336	14457	19862
337	14498	19817
338	14544	19779
339	14594	19744
340	14624	19685
341	14664	19637
342	14700	19586
343	14729	19525
344	14774	19484
345	14807	19428
346	14853	19391
347	14892	19342
348	14932	19297
349	14965	19241
350	14999	19187
351	15041	19143
352	15082	19098
353	15126	19057
354	15164	19008
355	15208	18968
356	15251	18925
357	15300	18890
358	15352	18858
359	15381	18800
360	15421	18753
361	15458	18704
362	15507	18668
363	15552	18629
364	15599	18591
365	15651	18559
366	15701	18524
367	15742	18480
368	15772	18422
369	15820	18385
370	15857	18336
371	15907	18302
372	15947	18256
373	15985	18207
374	16024	18161
375	16073	18125
376	16112	18078
377	16153	18033
378	16198	17993
379	16246	17956
380	16291	17916
381	16332	17871
382	16382	17836
383	16420	17788
384	16468	17751
385	16502	17699
386	16547	17659
387	16598	17625
388	16633	17574
389	16679	17534
390	16722	17492
391	16768	17453
392	16821	17420
393	16862	17376
394	16902	17330
395	16942	17285
396	16988	17245
397	17032	17203
398	17079	17165
399	17121	17121
400	17168	17082
401	17206	17035
402	17245	16988
403	17293	16951
404	17327	16899
405	17362	16848
406	17410	16811
407	17457	16772
408	17495	16725
409	17532	16677
410	17576	16635
411	17618	16592
412	17663	16551
413	17711	16513
414	17762	16478
415	17806	16436
416	17848	16393
417	17887	16347
418	17935	16309
419	17978	16266
420	18022	16224
421	18066	16182
422	18106	16137
423	18148	16093
424	18191	16051
425	18241	16014
426	18292	15979
427	18323	15926
428	18355	15874
429	18404	15836
430	18440	15787
431	18490	15751
432	18538	15712
433	18582	15670
434	18620	15624
435	18658	15577
436	18704	15537
437	18737	15486
438	18771	15436
439	18816	15394
440	18857	15351
441	18905	15312
442	18941	15264
443	18982	15219
444	19014	15168
445	19059	15127
446	19091	15076
447	19133	15033
448	19173	14988
449	19212	14942
450	19249	14896
451	19298	14857
452	19339	14813
453	19381	14771
454	19431	14733
455	19470	14687
456	19510	14643
457	19550	14598
458	19597	14559
459	19647	14522
460	19679	14471
461	19713	14422
462	19761	14383
463	19811	14345
464	19854	14303
465	19893	14258
466	19931	14212
467	19979	14173
468	20027	14134
469	20069	14091
470	20115	14050
471	20158	14008
472	20204	13967
473	20241	13921
474	20290	13882
475	20330	13838
476	20371	13794
477	20418	13754
478	20457	13709
479	20506	13671
480	20553	13631
481	20596	13588
482	20629	13539
483	20677	13500
484	20717	13455
485	20761	13414
486	20812	13376
487	20854	13333
488	20903	13294
489	20940	13247
490	20974	13199
491	21023	13161
492	21067	13118
493	21109	13076
494	21155	13034
495	21192	12988
496	21234	12945
497	21277	12903
498	21317	12858
499	21354	12812
500	21394	12768
501	21440	12727
502	21476	12680
503	21521	12639
504	21562	12595
505	21604	12552
506	21641	12506
507	21682	12463
508	21726	12421
509	21764	12376
510	21808	12333
511	21845	12288
512	21886	12244
513	21933	12204
514	21980	12163
515	22026	12122
516	22065	12078
517	22114	12039
518	22160	11998
519	22197	11952
520	22242	11911
521	22279	11865
522	22329	11826
523	22378	11787
524	22418	11742
525	22459	11699
526	22498	11654
527	22543	11613
528	22584	11569
529	22630	11528
530	22677	11488
531	22725	11448
532	22771	11407
533	22810	11362
534	22847	11317
535	22883	11271
536	22931	11230
537	22965	11184
538	23012	11143
539	23043	11095
540	23089	11053
541	23138	11014
542	23179	10971
543	23219	10926
544	23266	10886
545	23305	10841
546	23346	10798
547	23385	10753
548	23433	10713
549	23483	10674
550	23528	10632
551	23564	10586
552	23613	10546
553	23645	10499
554	23684	10455
555	23733	10415
556	23776	10372
557	23811	10326
558	23857	10285
559	23903	10244
560	23934	10196
561	23983	10156
562	24026	10114
563	24075	10074
564	24116	10030
565	24147	9983
566	24192	9941
567	24237	9900
568	24277	9856
569	24313	9810
570	24352	9766
571	24388	9721
572	24432	9679
573	24477	9637
574	24514	9592
575	24545	9545
576	24580	9499
577	24616	9454
578	24659	9412
579	24706	9371
580	24741	9325
581	24783	9283
582	24826	9240
583	24874	9199
584	24910	9155
585	24959	9114
586	24996	9070
587	25036	9026
588	25079	8984
589	25130	8944
590	25163	8898
591	25203	8855
592	25241	8811
593	25280	8767
594	25316	8722
595	25353	8677
596	25390	8633
597	25432	8590
598	25466	8545
599	25513	8504
600	25562	8464
601	25606	8422
602	25655	8381
603	25697	8338
604	25746	8298
605	25785	8254
606	25830	8212
607	25872	8170
608	25918	8128
609	25965	8087
610	26014	8046
611	26059	8005
612	26107	7964
613	26154	7923
614	26192	7879
615	26226	7833
616	26265	7790
617	26307	7747
618	26354	7706
619	26389	7661
620	26431	7618
621	26480	7577
622	26523	7535
623	26568	7493
624	26616	7452
625	26661	7410
626	26705	7368
627	26749	7326
628	26785	7281
629	26824	7238
630	26862	7194
631	26901	7151
632	26933	7105
633	26976	7063
634	27008	7017
635	27046	6974
636	27091	6932
637	27136	6890
638	27185	6849
639	27230	6807
640	27269	6764
641	27304	6719
642	27347	6677
643	27395	6636
644	27438	6593
645	27486	6552
646	27530	6510
647	27564	6465
648	27607	6423
649	27644	6379
650	27681	6335
651	27729	6294
652	27778	6253
653	27825	6211
654	27864	6168
655	27902	6125
656	27943	6082
657	27984	6039
658	28035	5998
659	28084	5957
660	28138	5917
661	28184	5875
662	28221	5831
663	28262	5788
664	28306	5746
665	28348	5703
666	28384	5659
667	28423	5616
668	28468	5574
669	28502	5530
670	28536	5486
671	28585	5444
672	28618	5400
673	28652	5356
674	28696	5314
675	28731	5270
676	28775	5228
677	28820	5186
678	28873	5145
679	28915	5102
680	28967	5061
681	29007	5018
682	29040	4974
683	29080	4931
684	29127	4889
685	29169	4847
686	29213	4805
687	29252	4761
688	29291	4718
689	29338	4677
690	29382	4634
691	29418	4591
692	29454	4547
693	29495	4505
694	29538	4462
695	29587	4421
696	29634	4379
697	29677	4336
698	29718	4294
699	29762	4251
700	29806	4209
701	29846	4166
702	29883	4123
703	29928	4081
704	29965	4037
705	29998	3994
706	30039	3951
707	30071	3907
708	30112	3864
709	30146	3821
710	30183	3778
711	30228	3736
712	30268	3693
713	30318	3651
714	30362	3609
715	30402	3566
716	30444	3524
717	30491	3482
718	30531	3439
719	30570	3396
720	30610	3353
721	30647	3310
722	30691	3268
723	30735	3226
724	30780	3184
725	30820	3141
726	30866	3099
727	30906	3056
728	30943	3013
729	30992	2971
730	31042	2930
731	31080	2887
732	31113	2843
733	31152	2801
734	31198	2759
735	31243	2716
736	31286	2674
737	31337	2632
738	31369	2589
739	31417	2547
740	31459	2504
741	31503	2462
742	31540	2419
743	31585	2377
744	31626	2334
745	31678	2293
746	31715	2250
747	31757	2207
748	31799	2165
749	31845	2123
750	31886	2080
751	31928	2037
752	31976	1995
753	32017	1953
754	32065	1911
755	32109	1868
756	32158	1826
757	32204	1784
758	32245	1741
759	32297	1699
760	32350	1657
761	32385	1615
762	32425	1572
763	32464	1529
764	32511	1487
765	32553	1444
766	32599	1402
767	32637	1359
768	32685	1317
769	32733	1275
770	32783	1233
771	32823	1190
772	32872	1148
773	32906	1105
774	32943	1062
775	32987	1020
776	33033	977
777	33073	935
778	33115	892
779	33150	850
780	33191	807
781	33233	764
782	33280	722
783	33326	680
784	33370	637
785	33404	594
786	33439	552
787	33481	509
788	33523	467
789	33573	424
790	33620	382
791	33673	340
792	33724	297
793	33772	255
794	33816	212
795	33855	170
796	33899	127
797	33945	85
798	33993	42
799	34039	0
