iter	RMSE
215	0.3776588445
216	0.3776356559
217	0.3774397198
218	0.3772662317
219	0.3772072297
220	0.3771465017
221	0.3769342732
222	0.3767057779
223	0.3765108538
224	0.3763012396
225	0.3761103507
226	0.3759690713
227	0.375721015
228	0.3755245955
229	0.3753124132
230	0.37528866
231	0.3751009847
232	0.3749669809
233	0.3747762125
234	0.3745256006
235	0.3744041448
236	0.3743729998
237	0.3742501736
238	0.3740866208
239	0.3739001752
240	0.37365538
241	0.3735557455
242	0.3733798065
243	0.3731645808
244	0.3729167445
245	0.3728959306
246	0.3726983464
247	0.3725292059
248	0.3723908565
249	0.3723396179
250	0.3721922694
251	0.3721100712
252	0.3719880376
253	0.3718739083
254	0.3717087791
255	0.3715274388
256	0.3713635746
257	0.3711775391
258	0.3710510096
259	0.3709842979
260	0.3708692815
261	0.370847229
262	0.3705186349
263	0.3704339243
264	0.3702754908
265	0.3701064751
266	0.3698878274
267	0.3698580674
268	0.3697406412
269	0.3696016082
270	0.3695531261
271	0.3694387272
272	0.3692421623
273	0.3691027208
274	0.3689116608
275	0.3687057527
276	0.3685365946
277	0.3684256043
278	0.3682457179
279	0.3680470841
280	0.3680146311
281	0.3678636932
282	0.3677409428
283	0.3676375263
284	0.3674811307
285	0.367332791
286	0.3672472049
287	0.3670477028
288	0.3669431628
289	0.3668140502
290	0.3667713077
291	0.3666477127
292	0.3666023908
293	0.366435466
294	0.3662955
295	0.3661229681
296	0.3659998128
297	0.3658523968
298	0.3657371889
299	0.3656399999
300	0.3655459983
301	0.3653185112
302	0.365192832
303	0.3651725884
304	0.3650144194
305	0.3648540968
306	0.3647497282
307	0.3645848084
308	0.364444807
309	0.3643517419
310	0.3642484985
311	0.364102116
312	0.3638897447
313	0.363869552
314	0.3637370518
315	0.363622891
316	0.3634889461
317	0.3634086907
318	0.3632990713
319	0.3632115308
320	0.363061827
321	0.3628758508
322	0.3627050126
323	0.3626320888
324	0.362587301
325	0.3625677329
326	0.362478783
327	0.3624478458
328	0.362308886
329	0.3622572319
330	0.3621294033
331	0.361992969
332	0.3618207416
333	0.3617401286
334	0.3616157247
335	0.3615259565
336	0.3614314206
337	0.361278481
338	0.3612572409
339	0.3610915417
340	0.3610663757
341	0.3609982861
342	0.3608621732
343	0.3607139359
344	0.3606949349
345	0.3605924656
346	0.360452272
347	0.360316358
348	0.3601842489
349	0.3600390248
350	0.3599206135
351	0.3598060726
352	0.3596867927
353	0.3595897132
354	0.3595089125
355	0.3594830682
356	0.3593576152
357	0.3592147765
358	0.3591011239
359	0.359064805
360	0.3589361831
361	0.3588371387
362	0.3588187956
363	0.3586336741
364	0.358490892
365	0.3583610777
366	0.3583122186
367	0.3581636248
368	0.3580942009
369	0.3580771753
370	0.3580210197
371	0.3579689051
372	0.3579120383
373	0.3577978307
374	0.3576511506
375	0.3575582124
376	0.3573979351
377	0.357299799
378	0.3571358143
379	0.357091713
380	0.3569904146
381	0.3568897865
382	0.3567332428
383	0.3566037271
384	0.3564431004
385	0.3563103545
386	0.3562153323
387	0.3561021083
388	0.3559047669
389	0.3558024902
390	0.3557756161
391	0.3556092918
392	0.3555263592
393	0.3554155469
394	0.3553034711
395	0.3551967152
396	0.3551280347
397	0.3551109172
398	0.354961635
399	0.3548305273
400	0.354753565
401	0.3546385562
402	0.3545612059
403	0.3543883866
404	0.3543079618
405	0.3541751036
406	0.354157664
407	0.3540531682
408	0.3540135612
409	0.3539573969
410	0.3539401915
411	0.3538462315
412	0.3537508969
413	0.3536401904
414	0.3535782224
415	0.3535369167
416	0.3533709725
417	0.353308449
418	0.3532920343
419	0.3531817983
420	0.3530420652
421	0.352952558
422	0.3529204192
423	0.3529060847
424	0.3528007327
425	0.352686834
426	0.3525510292
427	0.3524498869
428	0.3523566154
429	0.3523033333
430	0.3521552765
431	0.3520858065
432	0.3519256713
433	0.3518091104
434	0.3517936848
435	0.3516851574
436	0.3515389404
437	0.3513980935
438	0.3512977042
439	0.3512632956
440	0.3512379909
441	0.351223058
442	0.3511108302
443	0.3510369478
444	0.351005697
445	0.3509326514
446	0.3507954068
447	0.3507188593
448	0.3505834626
449	0.3505672585
450	0.3505525424
451	0.3504520949
452	0.3503534051
453	0.3502373062
454	0.3501451555
455	0.3500755907
456	0.3500097065
457	0.3498715846
458	0.3497923561
459	0.3497777371
460	0.3496324799
461	0.3495751572
462	0.3495092856
463	0.3494493272
464	0.3493460228
465	0.3492335511
466	0.3490802114
467	0.3489333942
468	0.3488426556
469	0.3486797832
470	0.3485454889
471	0.3485303272
472	0.3483965919
473	0.348374921
474	0.3483532925
475	0.3482846059
476	0.3481744642
477	0.3480561846
478	0.3479288996
479	0.3478131537
480	0.3476692721
481	0.3476550624
482	0.3475368968
483	0.347389932
484	0.3472634203
485	0.3471879218
486	0.3470630713
487	0.3469719421
488	0.3468752018
489	0.3467754718
490	0.3466897713
491	0.3466533091
492	0.346606576
493	0.3465912926
494	0.3464593474
495	0.3463486686
496	0.3463335954
497	0.3461935259
498	0.3461299381
499	0.3461053092
500	0.3460496818
501	0.3460348134
502	0.345903791
503	0.3457968436
504	0.3457308516
505	0.3457176202
506	0.3456279228
507	0.345576229
508	0.3454811487
509	0.3453540248
510	0.3453013265
511	0.3452114222
512	0.3451294977
513	0.3450533987
514	0.3450308698
515	0.3449477644
516	0.3448149175
517	0.3447642964
518	0.3446928909
519	0.3445964821
520	0.3445823586
521	0.3445563693
522	0.3444259471
523	0.3442703788
524	0.3441169934
525	0.3441026382
526	0.34404217
527	0.3439800084
528	0.3439292206
529	0.3438927688
530	0.3438793575
531	0.3437740158
532	0.3437443869
533	0.3436768279
534	0.3436065151
535	0.3435377581
536	0.3434968011
537	0.3434817729
538	0.3434136525
539	0.3432943187
540	0.3432172813
541	0.3430984386
542	0.3429886767
543	0.342923977
544	0.3429022503
545	0.3428434216
546	0.342757957
547	0.3427041745
548	0.3426901143
549	0.3426546679
550	0.3425460162
551	0.3424955396
552	0.3424176786
553	0.3422991181
554	0.3421996056
555	0.3421397225
556	0.3420157553
557	0.3419781898
558	0.3419654238
559	0.3418722395
560	0.3417633086
561	0.3416563848
562	0.3416129134
563	0.3415309259
564	0.3414040395
565	0.3413372312
566	0.3412962713
567	0.3411868879
568	0.3410817091
569	0.3410176827
570	0.3409455882
571	0.340925414
572	0.3408579069
573	0.3408244732
574	0.3407229996
575	0.3406269366
576	0.3405786942
577	0.3405136024
578	0.3404114219
579	0.3403981273
580	0.3403096406
581	0.3402960302
582	0.3402300276
583	0.3401576175
584	0.3400787995
585	0.3400129002
586	0.3399990503
587	0.3399856439
588	0.3398832426
589	0.3398629964
590	0.3397685436
591	0.3396664314
592	0.3395461416
593	0.3394711037
594	0.3394225965
595	0.3393999789
596	0.3392672078
597	0.3392157299
598	0.3391425769
599	0.3391050006
600	0.3389693813
601	0.3389048892
602	0.3388728526
603	0.3388437182
604	0.3387366552
605	0.3386874813
606	0.3386741295
607	0.3386626313
608	0.3386040524
609	0.3385468554
610	0.3385254656
611	0.338446527
612	0.3383934313
613	0.3383154859
614	0.3382595511
615	0.3382315106
616	0.3381584326
617	0.3380272199
618	0.3379397869
619	0.3377899769
620	0.3377546728
621	0.3376281529
622	0.3376046851
623	0.3375925262
624	0.3375762658
625	0.3374846481
626	0.3374388067
627	0.3373094377
628	0.3372942648
629	0.3372000508
630	0.3371715023
631	0.3371585188
632	0.3370283767
633	0.336970805
634	0.3369257356
635	0.3369054395
636	0.3368380604
637	0.3367975786
638	0.3366909126
639	0.3366604778
640	0.3365709288
641	0.3365448218
642	0.3363988986
643	0.3363868662
644	0.3363103698
645	0.3362986466
646	0.3362190592
647	0.3362071545
648	0.3361408166
649	0.3359922624
650	0.3359437431
651	0.3358657216
652	0.3358201177
653	0.3357385259
654	0.3356497644
655	0.3356138193
656	0.335543269
657	0.3354546993
658	0.335387628
659	0.3352786085
660	0.335157221
661	0.3351453044
662	0.3351251873
663	0.3351136845
664	0.3350060536
665	0.3349938444
666	0.334981654
667	0.3349688853
668	0.3348945901
669	0.3348802333
670	0.3348236174
671	0.3347997315
672	0.3347159351
673	0.3345669542
674	0.3344848439
675	0.3343880858
676	0.334370388
677	0.3343447544
678	0.3342305749
679	0.3341701762
680	0.334053287
681	0.334038051
682	0.333935588
683	0.333846299
684	0.3338004072
685	0.333789445
686	0.3337781802
687	0.3336897627
688	0.3335781214
689	0.3335121656
690	0.3334938798
691	0.333364228
692	0.3332806754
693	0.3332276828
694	0.333125374
695	0.3331000527
696	0.3329953209
697	0.3329836004
698	0.3329162691
699	0.3329053179
700	0.3327707884
701	0.33272317
702	0.3326500905
703	0.3325203906
704	0.3325083468
705	0.3324658956
706	0.3324299832
707	0.3324198034
708	0.3323784736
709	0.3323384134
710	0.3322967281
711	0.3321980296
712	0.3320860911
713	0.3320747292
714	0.3319885798
715	0.3319388569
716	0.3318458532
717	0.331819193
718	0.3317459435
719	0.3317283317
720	0.331716215
721	0.3316314186
722	0.3315446751
723	0.3314843758
724	0.3314589067
725	0.3313747643
726	0.3313528072
727	0.3313211672
728	0.3312572152
729	0.3311437154
730	0.3310552341
731	0.3310260674
732	0.3309912825
733	0.3309378535
734	0.330857556
735	0.3308458569
736	0.3307470877
737	0.3307165763
738	0.3306760092
739	0.3306131432
740	0.3305213941
741	0.3304608222
742	0.3304410983
743	0.3304270843
744	0.3304159045
745	0.3303868018
746	0.3303763125
747	0.3303622385
748	0.3302505129
749	0.330240591
750	0.3302239768
751	0.3302137505
752	0.3301354696
753	0.3301207719
754	0.3300704627
755	0.3299503842
756	0.3299301646
757	0.3299136084
758	0.3298274872
759	0.3297064249
760	0.3296376936
761	0.329516642
762	0.3294308369
763	0.3293802301
764	0.3292631461
765	0.3292338108
766	0.3292227975
767	0.3291008854
768	0.3289984521
769	0.32889587
770	0.3288206991
771	0.3287864479
772	0.3287003072
773	0.3286603207
774	0.3286490005
775	0.3285225334
776	0.3284971155
777	0.3284581186
778	0.3283890847
779	0.3283786799
780	0.3283618053
781	0.3283139747
782	0.3282645504
783	0.3281936581
784	0.3281438861
785	0.3280664782
786	0.3280430658
787	0.3280322968
788	0.3279635051
789	0.3278764436
790	0.3278181028
791	0.3278077579
792	0.3277265612
793	0.3276554595
794	0.3276267197
795	0.3276078465
796	0.3275347363
797	0.3274670917
798	0.327450645
799	0.3274378428
800	0.3273778434
801	0.327366873
802	0.3273088529
803	0.3272732257
804	0.3271684139
805	0.3271117046
806	0.3270238621
807	0.3270042903
808	0.326960778
809	0.3268801838
810	0.3268454858
811	0.3267741875
812	0.3267547064
813	0.326658906
814	0.3265534694
815	0.3264311287
816	0.3264201619
817	0.3263287841
818	0.3262801299
819	0.3262308578
820	0.3261541604
821	0.3260875764
822	0.3260044627
823	0.3259524899
824	0.3259416255
825	0.325860094
826	0.3257936761
827	0.3257422161
828	0.3257322845
829	0.3256381292
830	0.3256140599
831	0.3255422379
832	0.3254752754
833	0.3254171645
834	0.3253318845
835	0.3252727526
836	0.3252411523
837	0.3251521401
838	0.3251274741
839	0.3250665937
840	0.3250041932
841	0.324938931
842	0.324928175
843	0.3248746841
844	0.3247862312
845	0.3247343496
846	0.3246889402
847	0.3246790297
848	0.3245922913
849	0.3245339072
850	0.3245181114
851	0.3244504712
852	0.3244212466
853	0.3243864156
854	0.3243775586
855	0.3242810605
856	0.3242301631
857	0.3242196094
858	0.3241299956
859	0.3240949244
860	0.3240610539
861	0.3240395306
862	0.3239204513
863	0.3238979748
864	0.323857563
865	0.3238268874
866	0.3237085372
867	0.3236736744
868	0.3236631955
869	0.3236529564
870	0.3236326966
871	0.3236230371
872	0.3236128513
873	0.3235615853
874	0.3234299853
875	0.323352824
876	0.3233430273
877	0.3233090508
878	0.3231985959
879	0.3231384831
880	0.3230893995
881	0.3230797466
882	0.3230205252
883	0.3230110497
884	0.322959906
885	0.322925479
886	0.3228669482
887	0.3228194037
888	0.322733591
889	0.3227179611
890	0.3226536592
891	0.3225932503
892	0.322549889
893	0.3224317217
894	0.3223668535
895	0.3223373874
896	0.3223271555
897	0.3222430041
898	0.322166081
899	0.3221567346
900	0.322115939
901	0.3220888736
902	0.3220447418
903	0.3220153031
904	0.3219640998
905	0.3218648722
906	0.3217847387
907	0.3217013893
908	0.321607152
909	0.3215788587
910	0.3215114134
911	0.3214165771
912	0.3213126847
913	0.3212518848
914	0.3211766068
915	0.3211099864
916	0.3210413119
917	0.3209598947
918	0.3209450775
919	0.320824332
920	0.3207482939
921	0.3206755715
922	0.3206182242
923	0.3205682151
924	0.3204904714
925	0.3204736234
926	0.3203639554
927	0.3203073636
928	0.3202488319
929	0.3202082956
930	0.3201940062
931	0.3201661746
932	0.3201058666
933	0.3200397262
934	0.3200298167
935	0.3200192011
936	0.320008805
937	0.3199840416
938	0.3199368166
939	0.3198690416
940	0.3197897827
941	0.3197077515
942	0.3196986622
943	0.3196429593
944	0.3195817812
945	0.3195576662
946	0.319451978
947	0.3194146275
948	0.31933375
949	0.3192966728
950	0.3192579634
951	0.3192480273
952	0.3192147478
953	0.3192058472
954	0.3191907229
955	0.3191727188
956	0.3191637061
957	0.319105335
958	0.3190950493
959	0.3190863005
960	0.3190085396
961	0.31895413
962	0.3188397193
963	0.3188298139
964	0.3187670334
965	0.318716422
966	0.3186872582
967	0.3186460249
968	0.318632969
969	0.3185888564
970	0.3185440185
971	0.3185071053
972	0.3184122907
973	0.3183862069
974	0.3183631387
975	0.3182990445
976	0.3182617653
977	0.3182524645
978	0.3182347824
979	0.3182176782
980	0.3181065185
981	0.3180505614
982	0.3180221065
983	0.3180044515
984	0.3179813332
985	0.3179717208
986	0.3179198052
987	0.3179102421
988	0.3179010681
989	0.3178659877
990	0.3177951412
991	0.3177860654
992	0.3177669465
993	0.3177409256
994	0.3177064382
995	0.3175980434
996	0.317564629
997	0.3174655648
998	0.3174089446
999	0.3174004792
